Email_Body,polarity,subjectivity,num_words_doc,email_title,date_time,document_idx,newpaper_title
"NikeInc expected summer Olympics in Barcelona, Spain, to be marketing bonanza for its athletic apparel; instead, they have led to angry charges byNikethat the company is being extorted by an alleged Spanish 'pirate';Nikesays it stands to lose as much as $20 million because of Spanish lawyer named Juan Amigo Freixas and his business partner,Nike'sformer distributor in Spain; Amigo owns right to useNikename in Spain (M)",-0.030612244898,0.319387755102,72 words,NIKE'SOLYMPIC PLANS FACE HURDLE ERECTED BY SPANISH 'PIRATE',1992-06-17 00:00:00,29 of 998 DOCUMENTS,WALL STREET JOURNAL
"Nike,which has paid millions to become an Olympic sponsor and to put its name on the uniforms of the United States track and field athletes at the Barcelona Games, is appealing a court decision that would bar the advertising or sale ofNikeclothing in Spain, a lawyer forNikesaid today.Spain's Constitutional Court refused last week to lift a lower court order prohibiting the sports apparel company, based in Beaverton, Ore., from using theNikename on clothing because a Barcelona firm, which manufactured socks, registered the trademark first in 1932.&nbsp;&nbsp;Nike,whose shoes are not affected by the ruling, has planned to use the Olympics promotional campaign to launch a new line of sports clothes. If further legal actions fail, the firm stands to lose $20 million in sales in Spain alone and many times that sum worldwide, according to company documents.",0.0686363636364,0.365454545455,146 words,Niketo Appeal Apparel Ban,1992-07-07 00:00:00,32 of 998 DOCUMENTS,The New York Times
"A new book about the inner working of athletics shoe and apparel giantNikealleges steroid use byNike-sponsored athletes and widespread under-the-table payments to amateur competitors. &quot;Swoosh, The Story ofNikeand the Men Who Played There&quot; was written by sisters Julie Strasser and Laurie Becklund. Strasser wasNike'sfirst advertising director and her husband, Rob, was the marketing whiz during the company's meteoric rise to national prominence in the 1980s. Becklund is a reporter for the Los Angeles Times.Nikesays the authors took a slanted approach because Rob Strasser, who leftNikein 1988, now heads a consulting company whose clients include Adidas, one ofNike'smajor competitors. Julie Strasser says Adidas didn't hire her husband's company until after publishing rights to the book were sold.JUST A COINCIDENCE: Sophomore guard Bret Just of 12-0 Tulane is the son of Mark Just, the agent for pro basketball players named in the points-shaving scandal that rocked the New Orleans school in 1985 and led to the discontinuation of the program.&nbsp;WHATEVER HAPPEN TO: Former Georgia Tech and Tulane player Michael Christian? He's living with former Tech and now Detroit Pistons forward John Salley in Detroit and is managing a nightclub partially owned by Salley.PICTURE THIS: Tulane coach Perry Clark never saw his junior guard, G.J. Hunter, play high school ball in person, but was so impressed with the film of one of Hunter's games, he sent assistant Ron Everhart to Garland, Texas, to sign him. Not to imply that it was a mistake, for Hunter is a starter for the Green Wave but the film was not of one game, as Clark thought. It was a highlight film of an entire year's worth of games compiled by Hunter's father.WHERE'D THEY GO: Kansas City baseball reporters will hold their awards dinner Saturday. Harold Reynolds of the Seattle Mariners was to have been the only non-Royal player honored. Now? The Royals' player-of- the-year award will go to Danny Tartabull, recently signed by the New York Yankees as a free agent; the pitcher-of-the-year award will go to Bret Saberhagen, recently traded to the New York Mets, and the special achiever award will go to infielder Bill Pecota, also traded to the Mets.NAME THAT SPORT: They're moaning again about foreign-born athletes working harder and threatening to overtake their native competition. U.S. golf? Italian basketball? Nope. Japanese sumo wrestling, where Hawaii's Salevaa Atisanoe, better known as Konishiki, could become the first foreign &quot;yokozuna&quot; or grand champion, in the history of the sport.A GIANT THREAT: How concerned are folks in San Francisco about those reports of the Giants possibly moving to San Jose? &quot;What is really important now is football,&quot; said San Francisco State University broadcast professor and sometime baseball fan Arthur Berger. &quot;When the 49ers go, then you know it's the end of the world.&quot;CLASS ACT: Only a week ago, Detroit Lions Barry Sanders and Willie Green were playing in the NFC championship game. Now they're back in school, taking the college classes they missed while playing football and need to earn their degrees. Sanders left Oklahoma State University after his third year while Green left the University of Mississippi about a year away from his degree. Both say they'll earn their degrees from Oakland University in the Detroit suburb of Rochester, Mich.MIAMI-MANIA: Among the fans in attendance Tuesday night for the University of Miami's 45-42 basketball upset of 17th-ranked St.John's was UM wide receiver Lamar Thomas, the showboatingest of the showboating Hurricane football players. He says the basketball team, playing its first season in the Big East, could duplicate the turnaround the football team made form doormat to power after its 1983 national championship. &quot;They're starting on the bottom like we did,&quot; Thomas said. &quot;But if they win a couple of big games like we did, all of a sudden they can be on top.&quot;",0.0736434217956,0.375281385281,661 words,NORMAN AREY'S SPORTSCENCENikeunder fire in new book,1992-01-16 00:00:00,35 of 998 DOCUMENTS,The Atlanta Journal and Constitution
"Nikesays it can turn your worn-out sneakers into sleek new ones.Basically,Nike'sprocess grinds and pulverizes whole shoes to makematerial that can be used for the outer soles of new shoes.&nbsp;Nikesays it can completely recycle every shoe it makes except theones with cleats. So far, it doesn't have machinery to separate metalfrom rubber and fiber.The firstNikesto contain recycled material will be in stores nextspring. The shoe will be a version of one ofNike'sbest sellers: theAir Escape Low, a mid priced outdoor cross trainer.Nikesays a sole with up to 20% recycled material performed as welland sometimes better than regular soles in laboratory tests.Nikesays once it gets its patent, it will let other companies useits recycling method.&quot;Maybe at some point - way in the future - we'll have a systemwhere shoes can be 100% recycled, where you never throw a pair away.You always take them back like bottles or other common recyclables,&quot;saysNike'sDusty Kidd.",0.0389204545455,0.325688374126,171 words,Nikeset to recycle old shoes,1992-07-27 00:00:00,37 of 998 DOCUMENTS,USA TODAY
"&nbsp;NikeInc. officials warned that second-quarter earnings may not match the record performance in the first quarter. Earlier yesterday, Oregon-basedNikereported first-quarter net income of US$114 million (C$130 million), or US$1.50 a share, on revenues of US$947 million, compared to 1990 first-quarter income of US$99.7 million, or US$2.62 a share, on revenues of US$833.6 million.&nbsp;Nikesaid first-quarter results benefited from a big increase in ''at-once'' sales. Those sales - not booked as future orders - rose 45% in the quarter ended Aug. 31. In a telephone conference call with analysts,Nikeofficials said it is unlikely ''at-once'' sales will reach that level in the second quarter.Nikesaid the first quarter's record revenues and earnings reflect growth in all its brand divisions and other brands. Domestic footwear revenues increased 5% to US$558.3 million, while domestic athletic apparel grew 24% to US$98.6 million over last year. International sales rose 37% to US$248.3 million over last year, while revenues from other brands, such as Cole Haan and Tetra Plastics, rose 8% to US$42 million.",0.0815789473684,0.332894736842,189 words,Nike'srecord quarter,1991-09-17 00:00:00,40 of 998 DOCUMENTS,"The Financial Post (Toronto, Canada)"
"To the Editor:After reading the rhapsodic article about the newNikeTown building in Chicago (Styles of The Times, July 19), I believe it is time to disclose the secret ofNike'ssuccess.&nbsp;According to the August issue of Harper's magazine, the workers (mostly women, poor and malnourished) in theNikefactory in Indonesia are paid $1.03 a day, not enough for food and shelter. A pair of shoes that retails for $80 in the United States costs 12 cents to make.Nike'sprofits (the company had sales of $3 billion last year) are earned on the back of the third-world poor.Let no one justify this exploitation by arguing it provides work for people who would not otherwise be employed. This would be the equivalent of justifying slavery on the ground it gave work to idle black Africans.NikeTown in Chicago cost $34 million, according to your article. Banners hanging from the ceiling of this temple of high-tech read: &quot;Performance, Technology, Innovation.&quot; How innovative is it to gain enormous wealth by exploiting the poor and the helpless?&nbsp;CATHERINE DE VINCKAllendale, N.J., Aug. 1, 1992",-0.0366666666667,0.53,186 words,The Third World Secret ofNike'sSuccess,1992-08-15 00:00:00,42 of 998 DOCUMENTS,The New York Times
"Being the world's leading sports gear marketer makesNikean obvious target for critics. The latest call for aNikeconsumer boycott - a U.S. manufacturing group - is running ads faultingNike'suse of labor in developing countries.&nbsp;Nikechairman and founder Phil Knight says the company has little choice about using such labor in order for compete with its rivals here and abroad.After losing $ 20 million on a factory in Saco, Maine, that closed in 1985, Knight concluded ''Americans don't want to make shoes'' - at least at going global rates. At aNikesubcontractor in Gwangzhou, China, workers make about $ 85 a month, nearly double the salary of professors at Beijing University.Then there's the idea, as Sports Illustrated put it, thatNikehas helped ''a fantasy-fueled market for luxury items ... (that) led to a frightening outbreak of crimes.''Knight doesn't seeNike'ssought-after sneakers as having a causal effect on crime: ''Nobody jumps on Toyota if its cars are used in drive-by shootings.''",-0.0652777777778,0.433333333333,172 words,Nikechairman answers critics,1992-12-02 00:00:00,45 of 998 DOCUMENTS,USA TODAY
"The latest sneaker attacks by Reebok, British Knights and L.A. Gear&nbsp;againstNikehave rankled executives at the top athletic shoe company,&nbsp;but don't expectNiketo kick back.&quot;We're not going into the mud-wrestling pit with them,&quot; says Andy&nbsp;Mooney,Nike'svice president of marketing, who called the attacks &quot;par&nbsp;for the course when you're No. 1.&quot;Reebok and L.A. Gear launched their air assaults during the Super&nbsp;Bowl broadcast. Reebok's ads featured jock endorsers tellingNike&nbsp;endorsers to &quot;Pump Up, and Air Out.&quot; In L.A. Gear's ads for its new&nbsp;catapult shoes, National Basketball Association star Karl Malone says:&nbsp;&quot;Everything else is just hot air.&quot;&nbsp;Nikeexecutives were enraged, calling the Reebok ads a cheap shot.&nbsp;And CBS actually pulled the L.A. Gear ad, saying the depiction of the&nbsp;catapult device in ads was misleading.Now British Knights is set to step onNike'stoes with a $ 15 million&nbsp;campaign, breaking Thursday, that features rapper M.C. Hammer hammering&nbsp;home the themeline &quot;Your mother wearsNikes!&quot;Nikeis not amused.&quot;That statement couldn't be further from the truth,&quot; Mr. Mooney&nbsp;says. &quot;But, to tell you the truth, we'd love it if everybody's mothers&nbsp;woreNikes.&quot;; Whims of warOn the marketing war front:Atlanta television station WSB has begun running twice-hourly local&nbsp;news inserts on Prime Cable broadcasts of CNN Headline News in the metro&nbsp;area. The local inserts, which a WSB spokeswoman said &quot;add an element of&nbsp;localism&quot; to Headline News's coverage, follow the boom in Cable News&nbsp;Network ratings since the war began.The National Guard this week is filming a commercial at Fort&nbsp;Benning, Ga., urging U.S. companies to back their employees who have been&nbsp;called up to fight.&quot;Without the men and women in the National Guard, 44 percent of our&nbsp;nation's defense just wouldn't be there,&quot; says the commercial, being&nbsp;filmed by Detroit advertising agency Ross Roy. &quot;Be a hero. Give your&nbsp;employees the freedom to protect ours.&quot;Greeting card companies have begun selling cards with Persian Gulf&nbsp;war themes.Day Spring Greeting Cards, a Siloam Springs, Ark., manufacturer of&nbsp;religious greeting cards, is selling a line of &quot;With Love From Home&quot;&nbsp;cards at Christian bookstores and Wal-Mart.Hallmark is selling a line of &quot;Just How I Feel&quot; cards to send to&nbsp;soldiers, offering &quot;missing you&quot; and &quot;thinking of you&quot; sentiments.American Greetings is offering a &quot;Greetings From The Gulf&quot; line of&nbsp;12 cards for soldiers to send home. The cards sport Desert Shield logos&nbsp;and pictures of camels and sand. They are sold in military stores&nbsp;overseas. Next week, the company will begin selling &quot;America Misses You&quot;&nbsp;cards.Normally methodical marketers continue to be perplexed by the double&nbsp;whammy of war and recession. General Motors Corp. and Chrysler Corp. have&nbsp;chopped $ 240 million from their ad budgets. Meantime, others - including&nbsp;Audi, Coors, Sony and Warner Brothers - have shifted their ads from the&nbsp;cheaper media of cable and spot television onto the networks. Network&nbsp;advertising sales are so soft these days, it's sometimes cheaper than&nbsp;spot and cable TV.; Quickly ...Now that the dust has settled from the C&amp;S/Sovran Corp. merger, the&nbsp;banking company plans to choose a single advertising agency. Company&nbsp;officials said Monday they are holding a review for the $ 10 million to&nbsp;$ 20 million account. The incumbents - Ogilvy &amp; Mather, Atlanta (C&amp;S's&nbsp;agency for more than a decade) and Sovran's agency, Lawler Ballard of&nbsp;Norfolk, Va., have been invited to pitch, of course. . . . The Los&nbsp;Angeles office of Delta Air Lines' advertising agency, BBDO, followed&nbsp;through on a report that its Moscow office was pitching the KGB account.&nbsp;The agency's creative team came up with this tongue-in-cheek ad - &quot;We&nbsp;Love to Spy, and It Shows.&quot; Others: &quot;We're not your father's KGB&quot;; and&nbsp;&quot;Gee! No. KGB.&quot;Compiled from staff, wire and published reports.",0.186954365079,0.367261904762,654 words,BUSINESS REPORT: ON ADVERTISING; Shoemakers jump onNike,1991-02-26 00:00:00,48 of 998 DOCUMENTS,The Atlanta Journal and Constitution
"NikeInc., the nation's largest marketer of athletic shoes, reported today that its third-quarter earnings jumped 12 percent, but the performance disappointed Wall Street andNike'sstock price tumbled.The company earned $70.7 million, or 93 cents a share, in the quarter ended Feb. 28, up from $63.1 million, or 83 cents a share, a year earlier.Nikesaid revenues shot up nearly 39 percent in the third quarter to $802.2 million from $577.9 million a year earlier.&nbsp;On the New York Stock Exchange, the company's class B stock tumbled $2.50, to $47.50 a share.Nike'sshare earnings were at the low end of Wall Street forecasts, which ranged from 90 cents to $1.05 a share, according to analysts at Lynch, Jones &amp; Ryan Inc.Nikesaid higher costs had cut revenues, reflecting advertising expense for the introduction of several new products.Nikesaid it planned to continue its heavy advertising.Selling and administrative costs as a proportion of sales rose to 22.7 percent, from 19.9 percent last year. Interest costs in the quarter jumped to $9.7 million, from $2.5 million, partly reflecting higher borrowings to accommodate a planned rise in inventories.",0.0435606060606,0.406313131313,197 words,Nike'sNet Is Up by 12%,1991-03-19 00:00:00,50 of 998 DOCUMENTS,The New York Times
"Madrid, Spain -NikeInc. is in the midst of an ugly legal battle with a Spanish attorney who owns theNikename in Spain - registered 60 years ago by a Barcelona sock maker. Pressure is building on both sides:Nike,a sports shoe and apparel company based in Beaverton, Ore., wants to clear the matter up before the July 25 opening ceremony, while Juan Amigo Freixas - who says the athletes can't use theNikename without his permission - knows his payoff will shrink after the Games fade into history.&nbsp;At stake are the profitsNikehoped to reap when it paid a handsome sum - the company won't say how much - to hitch its name to the U.S. athletes.Nikedocuments put potential sales losses at $ 20 million in Spain alone and many times that worldwide.The Associated Press contributed to this report.",0.111111111111,0.487037037037,136 words,LICENSINGNikein Spanish trademark dispute,1992-06-17 00:00:00,53 of 998 DOCUMENTS,The Atlanta Journal and Constitution
"Spain has been put on the U.S. government's &quot;watch list&quot; of nations thatdeny protection to U.S. trademarks afterNikeInc. was blocked fromselling its apparel in Spain.Spanish courts have sided withNike'sformer distributor in Spain,allowing Cidesport SA to continue selling knockoffs ofNikesports andfitness wear under aNiketrademark, aNikespokesman said.Niketerminated an eight-year relationship with Cidesport after a 1989audit. The Beaverton, Ore.-based company planned to market its ownproducts, but was prevented by a court injunction.&nbsp;",0.0,0.0,92 words,INTERNATIONAL BUSINESS   Spain on watch list,1992-05-05 00:00:00,55 of 998 DOCUMENTS,The Globe and Mail (Canada)
"Responding to a lawsuit filed on Wednesday byNikeInc., L.A. Gear Inc. denied today that its new Catapult shoe infringed twoNikepatents.L.A. Gear said technology used in the Catapult did not infringe a cushioning system patent held byNike.The company said the United States Patent Office had previously not objected to L.A. Gear's use of technology that might appear similar toNike's.&nbsp;L.A. Gear also said its shoe's lacing system did not infringe another patent held byNike.The company said it would defend itself againstNike.L.A. Gear said separately that it had filed for a deadline extension to March 15 from March 1 on the recording of some financial information with the Securities and Exchange Commission.Because the company has posted losses, L.A. Gear said it was out of compliance with covenants on a $360 million bank line of credit and needed to evaluate the results of continuing negotiations. The company said it expected to conclude talks with lenders and might announce a new agreement by March 15.",0.0426767676768,0.312626262626,174 words,L.A. Gear Responds to Suit,1991-03-01 00:00:00,57 of 998 DOCUMENTS,The New York Times
"NIKEtoday reported record quarterly earnings and became the first company in the sports and fitness industry to generate more than $US1 billion ($A1.38 billion) in revenues during a single quarter.&nbsp;Nike'snet income for the three-month period, which ended August 31, 1992, was $US122,593,000, ($A168,651,190) or $US1.60 per share, an increase of 7 per cent from the $US114,437,000 ($A157,430,980) or $US1.50 per share earned during the same period last year.&nbsp;Consolidated revenues for the quarter increased to a record $US1,099,862,000 ($A1,513,080,153) up 16 per cent from $US947,161,000 ($A1,303,009,387) in the prior year with every division recording growth.In Europe,Nikebecame the first US-based company in the industry to record revenues in excess of $US1 billion in a 12-month period. European revenues for the 12-months ended August 31 totalled $US1.009 billion ($A1.39 billion).&nbsp;Nikehas been investing in European marketing and building an organisational infrastructure.&nbsp;NikeChairman Philip Knight said: &quot;Nike'srecord first quarter and 27-per cent increase in future orders reflects the growing strength ofNikeas a global brand franchise.&quot;Our US business was robust during the critical back-to-school season just completed, and worldwide future orders for spring delivery are at record levels.&quot;PAEND OF STORYGRAPHIC:Nike. . . first past the billion-dollar post.",0.0736607142857,0.221205357143,236 words,Nikesprints to $1.3bil record,1992-09-22 00:00:00,60 of 998 DOCUMENTS,Herald Sun
"NikeInc. today reported a 14.5 percent increase in earnings for its first fiscal quarter, driven by 14 percent revenue growth fueled by its expansion in Europe.Nikeearned a record $114 million, or $1.50 a share, in the three months ended Aug. 31, up from $99.6 million, or $1.31 a share, in the corresponding quarter a year ago.&nbsp;Revenue rose to a record $947.2 million, from $833.6 million a year earlier.Nikesaid it was the first time any company in its industry -- athletic shoes and apparel -- made more than $100 million in a quarter.",0.4,0.529166666667,93 words,NikeProfits Rise 14.5%,1991-09-17 00:00:00,62 of 998 DOCUMENTS,The New York Times
